Participant,Trial no.,North/South,Colour,Position,Hit/Miss,R,Y,B
ZW1,1,north,Blue,18,Hit ,4,7,9
ZW1,2,north,red ,22,Hit ,4,7,9
ZW1,3,north,red ,20,Hit ,4,7,9
ZW1,4,south ,yellow,20,miss,4,7,9
ZW1,5,south ,red ,20,Hit ,4,7,9
ZW1,6,south ,blue,19,Hit ,4,7,9
ZW1,7,south ,yellow,20,miss,4,7,9
ZW1,8,north,yellow,20,Hit ,4,7,9
ZW1,9,north,blue,22,miss,4,7,9
ZW1,10,south ,blue,20,miss,4,7,9
ZW1,11,south ,yellow,19,Hit ,4,7,9
ZW1,12,south ,red ,20,Hit ,4,7,9
ZW1,13,north,red ,20,Miss,4,7,9
ZW1,14,north,red ,20,Hit ,4,7,9
ZW1,15,north,blue,18,Miss,4,7,9
ZW1,16,north,yellow,22,Miss,4,7,9
ZW1,17,north,red ,20,Miss,4,7,9
ZW1,18,south ,yellow,21,Hit ,4,7,9
ZW1,19,north ,blue,20,Miss,4,7,9
ZW1,20,south ,yellow,21,Hit ,4,7,9
ZW1,21,south ,red ,20,Hit ,4,7,9
ZW1,22,south ,red ,20,Hit ,4,7,9
ZW1,23,north,yellow,20,Miss,4,7,9
ZW1,24,south ,blue,20,Hit ,4,7,9
ZW1,25,north,blue,20,Hit ,4,7,9
ZW1,26,south ,red ,20,Hit ,4,7,9
ZW1,27,south ,red ,20,Hit ,4,7,9
ZW1,28,north,yellow,20,Hit ,4,7,9
ZW1,29,south ,yellow,20,MIss,4,7,9
ZW1,30,south ,blue,20,MIss,4,7,9
ZW1,31,north,blue,20,Hit ,4,7,9
ZW1,32,south ,red ,20,Hit ,4,7,9
ZW1,33,south ,red ,20,Hit ,4,7,9
ZW1,34,north,blue,20,Hit ,4,7,9
ZW1,35,north,red ,20,Hit ,4,7,9
ZW1,36,north,red ,20,Hit ,4,7,9
ZW1,1,south ,red ,20,Hit ,8,10,12
ZW1,2,south ,yellow,20,Hit ,8,10,12
ZW1,3,north,yellow,20,Hit ,8,10,12
ZW1,4,north,yellow,20,Hit ,8,10,12
ZW1,5,north,blue,20,miss,8,10,12
ZW1,6,south ,blue,20,miss,8,10,12
ZW1,7,north,blue,20,Hit ,8,10,12
ZW1,8,south ,blue,20,miss,8,10,12
ZW1,9,north,yellow,20,Hit ,8,10,12
ZW1,10,south ,blue,20,miss,8,10,12
ZW1,11,south ,yellow,20,miss,8,10,12
ZW1,12,south ,red ,20,Hit ,8,10,12
ZW1,13,north,red ,20,Hit ,8,10,12
ZW1,14,north,red ,20,miss,8,10,12
ZW1,15,south ,yellow,20,miss,8,10,12
ZW1,16,north,blue,20,Hit ,8,10,12
ZW1,17,south ,red ,20,Hit ,8,10,12
ZW1,18,north,red ,20,Hit ,8,10,12
ZW1,19,north,blue,20,miss,8,10,12
ZW1,20,south ,yellow,20,Hit ,8,10,12
ZW1,21,north,blue,20,Hit ,8,10,12
ZW1,22,north,red ,20,Hit ,8,10,12
ZW1,23,north,yellow,20,miss,8,10,12
ZW1,24,south ,red ,20,Hit ,8,10,12
ZW1,25,north,blue,20,miss,8,10,12
ZW1,26,south ,yellow,20,Hit ,8,10,12
ZW1,27,south ,yellow,20,Hit ,8,10,12
ZW1,28,south ,red ,20,Hit ,8,10,12
ZW1,29,south ,blue,20,miss,8,10,12
ZW1,30,north,red ,20,Hit ,8,10,12
ZW1,31,south ,yellow,20,Hit ,8,10,12
ZW1,32,north,red ,20,Hit ,8,10,12
ZW1,33,north,blue,20,Hit ,8,10,12
ZW1,34,north,red ,20,Hit ,8,10,12
ZW1,35,south ,red ,20,miss,8,10,12
ZW1,36,south ,yellow,20,Hit ,8,10,12
ZW2,1,north ,yellow,19,miss,10,12,15
ZW2,2,south,yellow,22,miss,10,12,15
ZW2,3,north,blue,19,miss,10,12,15
ZW2,4,north,red,17,miss,10,12,15
ZW2,5,north,red,17,miss,10,12,15
ZW2,6,south,red,18,hit,10,12,15
ZW2,7,north,blue,17,miss,10,12,15
ZW2,8,south,red,24,miss,10,12,15
ZW2,9,south,yellow,18,miss,10,12,15
ZW2,10,south,red,18,hit,10,12,15
ZW2,11,south,red,18,miss,10,12,15
ZW2,12,north,yellow,20,miss,10,12,15
ZW2,13,north,yellow,20,miss,10,12,15
ZW2,14,north,blue,26,miss,10,12,15
ZW2,15,south,yellow,18,hit,10,12,15
ZW2,16,north,red,18,miss,10,12,15
ZW2,17,south,blue,22,miss,10,12,15
ZW2,18,south,red,22,hit,10,12,15
ZW2,19,south,blue,22,miss,10,12,15
ZW2,20,north,blue,22,miss,10,12,15
ZW2,21,north,yellow,18,hit,10,12,15
ZW2,22,north,yellow,20,miss,10,12,15
ZW2,23,south,yellow,20,miss,10,12,15
ZW2,24,north,red,22,miss,10,12,15
ZW2,25,north,yellow,20,hit,10,12,15
ZW2,26,south,yellow,20,miss,10,12,15
ZW2,27,south,red,20,hit,10,12,15
ZW2,28,north,yellow,18,miss,10,12,15
ZW2,29,north,yellow,18,hit,10,12,15
ZW2,30,south,red,18,miss,10,12,15
ZW2,31,south,yellow,24,hit,10,12,15
ZW2,32,south,red,23,hit,10,12,15
ZW2,33,south,yellow,20,miss,10,12,15
ZW2,34,north,red,20,miss,10,12,15
ZW2,35,north,red,20,miss,10,12,15
ZW2,36,south,blue,20,miss,10,12,15
ZW2,1,south,yellow,18,miss,5,9,11
ZW2,2,north,yellow,18,miss,5,9,11
ZW2,3,south,blue,20,miss,5,9,11
ZW2,4,north ,blue,20,miss,5,9,11
ZW2,5,north,blue,20,miss,5,9,11
ZW2,6,north,red,20,miss,5,9,11
ZW2,7,north,yellow,20,miss,5,9,11
ZW2,8,north,blue,20,hit,5,9,11
ZW2,9,south,red,18,miss,5,9,11
ZW2,10,north,red,18,hit,5,9,11
ZW2,11,south,yellow,18,miss,5,9,11
ZW2,12,south,blue,20,miss,5,9,11
ZW2,13,south,red,20,hit,5,9,11
ZW2,14,south,yellow,16,miss,5,9,11
ZW2,15,north,blue,16,hit,5,9,11
ZW2,16,north,blue,20,miss,5,9,11
ZW2,17,north,blue,22,miss,5,9,11
ZW2,18,south,yellow,16,miss,5,9,11
ZW2,19,north,red,16,hit,5,9,11
ZW2,20,north,yellow,16,miss,5,9,11
ZW2,21,south,blue,20,miss,5,9,11
ZW2,22,north,yellow,20,miss,5,9,11
ZW2,23,south,red,24,hit,5,9,11
ZW2,24,north,red,24,miss,5,9,11
ZW2,25,south,blue,24,hit,5,9,11
ZW2,26,north,blue,24,miss,5,9,11
ZW2,27,south,yellow,18,miss,5,9,11
ZW2,28,south,red,18,hit,5,9,11
ZW2,29,south,yellow,18,miss,5,9,11
ZW2,30,south,blue,16,miss,5,9,11
ZW2,31,north,red,16,hit,5,9,11
ZW2,32,north,yellow,24,miss,5,9,11
ZW2,33,north,blue,24,hit,5,9,11
ZW2,34,south,yellow,24,hit,5,9,11
ZW2,35,south,blue,24,miss,5,9,11
ZW2,36,south,yellow,24,hit,5,9,11
ZW3,1,north,red,24,hit,5,9,11
ZW3,2,south,red,16,hit,5,9,11
ZW3,3,north,yellow,28,hit,5,9,11
ZW3,4,north,yellow,22,hit,5,9,11
ZW3,5,north,red,16,hit,5,9,11
ZW3,6,south,red,18,hit,5,9,11
ZW3,7,south,red,16,hit,5,9,11
ZW3,8,north,blue,26,miss,5,9,11
ZW3,9,north,blue,28,miss,5,9,11
ZW3,10,south,red,14,hit,5,9,11
ZW3,11,north,blue,22,hit,5,9,11
ZW3,12,south,yellow,22,hit,5,9,11
ZW3,13,north,yellow,18,miss,5,9,11
ZW3,14,south,yellow,24,hit,5,9,11
ZW3,15,south,red,18,hit,5,9,11
ZW3,16,north,blue,14,hit,5,9,11
ZW3,17,north,red,22,hit,5,9,11
ZW3,18,north,blue,32,miss,5,9,11
ZW3,19,north,blue,20,hit,5,9,11
ZW3,20,north,red,24,hit,5,9,11
ZW3,21,south,yellow,16,hit,5,9,11
ZW3,22,south,blue,22,hit,5,9,11
ZW3,23,north,yellow,20,hit,5,9,11
ZW3,24,north,blue,26,hit,5,9,11
ZW3,25,south,yellow,24,hit,5,9,11
ZW3,26,south,blue,20,hit,5,9,11
ZW3,27,south,blue,18,hit,5,9,11
ZW3,28,south,red,16,hit,5,9,11
ZW3,29,south,red,14,miss,5,9,11
ZW3,30,south,blue,28,hit,5,9,11
ZW3,31,north,yellow,20,miss,5,9,11
ZW3,32,south,yellow,24,hit,5,9,11
ZW3,33,south,yellow,16,hit,5,9,11
ZW3,34,north,yellow,24,miss,5,9,11
ZW3,35,south,red,28,hit,5,9,11
ZW3,36,north,blue,18,miss,5,9,11
ZW3 ,1,south,blue,16,miss,10,12,15
ZW3,2,north,red,22,hit,10,12,15
ZW3,3,north,yellow,16,miss,10,12,15
ZW3,4,north,red,20,hit,10,12,15
ZW3,5,south,blue,26,hit,10,12,15
ZW3,6,south,red,18,hit,10,12,15
ZW3,7,south,yellow,20,miss,10,12,15
ZW3,8,north,yellow,26,miss,10,12,15
ZW3,9,north,yellow,28,miss,10,12,15
ZW3,10,north,red,22,hit,10,12,15
ZW3,11,north,blue,14,hit,10,12,15
ZW3,12,north,yellow,24,miss,10,12,15
ZW3,13,north,red,20,miss,10,12,15
ZW3,14,south,yellow,28,hit,10,12,15
ZW3,15,south,red,22,hit,10,12,15
ZW3,16,south,blue,14,miss,10,12,15
ZW3,17,south,red,18,miss,10,12,15
ZW3,18,north,yellow,16,miss,10,12,15
ZW3,19,south,blue,24,hit,10,12,15
ZW3,20,south,yellow,20,hit,10,12,15
ZW3,21,north,red,14,hit,10,12,15
ZW3,22,south,red,26,hit,10,12,15
ZW3,23,south,yellow,24,hit,10,12,15
ZW3,24,south,yellow,16,miss,10,12,15
ZW3,25,south,red,20,miss,10,12,15
ZW3,26,south,yellow,22,hit,10,12,15
ZW3,27,south,red,20,hit,10,12,15
ZW3,28,north,blue,22,miss,10,12,15
ZW3,29,north,blue,16,hit,10,12,15
ZW3,30,north,yellow,14,hit,10,12,15
ZW3,31,south,blue,20,miss,10,12,15
ZW3,32,north,blue,28,miss,10,12,15
ZW3,33,north,red,18,miss,10,12,15
ZW3,34,south,blue,22,miss,10,12,15
ZW3,35,north,blue,20,miss,10,12,15
ZW3,36,north,yellow,28,miss,10,12,15
CP1,1,N,R,20,HIT,5,9,11
CP1,2,S,B,20,MISS,5,9,11
CP1,3,S,Y,20,MISS,5,9,11
CP1,4,N,Y,20,HIT,5,9,11
CP1,5,N,B,20,MISS,5,9,11
CP1,6,S,B,20,HIT,5,9,11
CP1,7,S,R,20,MISS,5,9,11
CP1,8,S,Y,20,HIT,5,9,11
CP1,9,N,B,20,HIT,5,9,11
CP1,10,N,Y,20,MISS,5,9,11
CP1,11,S,R,20,MISS,5,9,11
CP1,12,N,B,20,MISS,5,9,11
CP1,13,S,Y,20,MISS,5,9,11
CP1,14,N,Y,20,MISS,5,9,11
CP1,15,N,B,20,HIT,5,9,11
CP1,16,N,B,20,HIT,5,9,11
CP1,17,S,B,20,MISS,5,9,11
CP1,18,S,B,20,MIS,5,9,11
CP1,19,N,R,20,HIT,5,9,11
CP1,20,N,R,20,HIT,5,9,11
CP1,21,N,R,20,HIT,5,9,11
CP1,22,N,Y,20,HIT,5,9,11
CP1,23,S,Y,20,HIT,5,9,11
CP1,24,N,R,20,HIT,5,9,11
CP1,25,N,Y,20,HIT,5,9,11
CP1,26,N,B,20,HIT,5,9,11
CP1,27,N,B,20,HIT,5,9,11
CP1,28,S,Y,20,HIT,5,9,11
CP1,29,N,Y,20,MISS,5,9,11
CP1,30,S,Y,20,HIT,5,9,11
CP1,31,S,Y,20,HIT,5,9,11
CP1,32,S,R,20,MISS,5,9,11
CP1,33,S,R,20,MISS,5,9,11
CP1,34,S,B,20,HIT,5,9,11
CP1,35,S,B,20,MISS,5,9,11
CP1,36,N,B,20,MISS,5,9,11
CP1,1,S,Y,20,MISS,10,12,14
CP1,2,N,R,20,HIT,10,12,14
CP1,3,S,Y,20,HIT,10,12,14
CP1,4,S,Y,20,MIS,10,12,14
CP1,5,N,B,20,MISS,10,12,14
CP1,6,N,B,20,MISS,10,12,14
CP1,7,N,B,20,MISS,10,12,14
CP1,8,S,B,20,HIT,10,12,14
CP1,9,S,B,20,MISS,10,12,14
CP1,10,N,R,20,HIT,10,12,14
CP1,11,N,R,20,MISS,10,12,14
CP1,12,N,R,20,HIT,10,12,14
CP1,13,S,Y,20,MISS,10,12,14
CP1,14,N,R,20,MISS,10,12,14
CP1,15,N,Y,20,MISS,10,12,14
CP1,16,S,B,20,MISS,10,12,14
CP1,17,S,R,20,MISS,10,12,14
CP1,18,S,Y,20,HIT,10,12,14
CP1,19,N,Y,20,MISS,10,12,14
CP1,20,S,R,20,HIT,10,12,14
CP1,21,S,R,20,HIT,10,12,14
CP1,22,N,Y,20,MISS,10,12,14
CP1,23,S,B,20,MISS,10,12,14
CP1,24,N,Y,20,MISS,10,12,14
CP1,25,N,B,20,MISS,10,12,14
CP1,26,S,B,20,HIT,10,12,14
CP1,27,S,B,20,MISS,10,12,14
CP1,28,S,Y,20,HIT,10,12,14
CP1,29,N,B,20,MISS,10,12,14
CP1,30,N,Y,20,HIT,10,12,14
CP1,31,N,Y,20,MISS,10,12,14
CP1,32,N,Y,20,MISS,10,12,14
CP1,33,S,R,20,HIT,10,12,14
CP1,34,S,R,20,HIT,10,12,14
CP1,35,N,B,20,MISS,10,12,14
CP1,36,S,B,20,MISS,10,12,14
CP2,1,N,R,20,HIT,5,9,11
CP2,2,S,B,20,HIT,5,9,11
CP2,3,N,B,20,HIT,5,9,11
CP2,4,S,B,20,MISS,5,9,11
CP2,5,N,Y,20,HIT,5,9,11
CP2,6,N,B,20,HIT,5,9,11
CP2,7,N,Y,20,MISS,5,9,11
CP2,8,S,R,20,HIT,5,9,11
CP2,9,S,Y,20,MISS,5,9,11
CP2,10,N,B,20,HIT,5,9,11
CP2,11,N,Y,20,HIT,5,9,11
CP2,12,S,R,20,HIT,5,9,11
CP2,13,N,B,20,MISS,5,9,11
CP2,14,S,R,20,HIT,5,9,11
CP2,15,N,Y,20,HIT,5,9,11
CP2,16,S,B,20,MISS,5,9,11
CP2,17,S,B,20,HIT,5,9,11
CP2,18,N,R,20,HIT,5,9,11
CP2,19,N,R,20,HIT,5,9,11
CP2,20,S,Y,20,MISS,5,9,11
CP2,21,S,B,20,HIT,5,9,11
CP2,22,N,Y,20,MISS,5,9,11
CP2,23,N,Y,20,HIT,5,9,11
CP2,24,S,R,20,MISS,5,9,11
CP2,25,S,R,20,MISS,5,9,11
CP2,26,N,Y,20,HIT,5,9,11
CP2,27,S,Y,20,MISS,5,9,11
CP2,28,S,R,20,HIT,5,9,11
CP2,29,S,R,20,MISS,5,9,11
CP2,30,N,R,20,HIT,5,9,11
CP2,31,N,Y,20,HIT,5,9,11
CP2,32,S,B,20,HIT,5,9,11
CP2,33,N,B,20,MISS,5,9,11
CP2,34,S,Y,20,HIT,5,9,11
CP2,35,N,R,20,MISS,5,9,11
CP2,36,S,R,20,HIT,5,9,11
CP2,1,S,Y,20,HIT,10,12,15
CP2,2,S,B,20,MISS,10,12,15
CP2,3,N,B,20,MISS,10,12,15
CP2,4,N,Y,20,HIT,10,12,15
CP2,5,S,R,20,HIT,10,12,15
CP2,6,N,R,20,MISS,10,12,15
CP2,7,N,Y,20,MISS,10,12,15
CP2,8,N,B,20,HIT,10,12,15
CP2,9,S,B,20,MISS,10,12,15
CP2,10,S,Y,20,MISS,10,12,15
CP2,11,N,R,20,HIT,10,12,15
CP2,12,N,R,20,HIT,10,12,15
CP2,13,S,R,20,MISS,10,12,15
CP2,14,S,B,20,HIT,10,12,15
CP2,15,S,Y,20,MISS,10,12,15
CP2,16,N,Y,20,MISS,10,12,15
CP2,17,S,B,20,MISS,10,12,15
CP2,18,S,B,20,MISS,10,12,15
CP2,19,S,R,20,HIT,10,12,15
CP2,20,S,Y,20,HIT,10,12,15
CP2,21,N,B,20,MISS,10,12,15
CP2,22,N,Y,20,MISS,10,12,15
CP2,23,N,B,20,MISS,10,12,15
CP2,24,S,R,20,HIT,10,12,15
CP2,25,S,R,20,MISS,10,12,15
CP2,26,N,R,20,MISS,10,12,15
CP2,27,N,B,20,MISS,10,12,15
CP2,28,S,Y,20,MISS,10,12,15
CP2,29,N,Y,20,HIT,10,12,15
CP2,30,N,Y,20,MISS,10,12,15
CP2,31,S,B,20,HIT,10,12,15
CP2,32,N,R,20,MISS,10,12,15
CP2,33,N,Y,20,HIT,10,12,15
CP2,34,N,R,20,MISS,10,12,15
CP2,35,S,B,20,MISS,10,12,15
CP2,36,S,B,20,MISS,10,12,15
CP3,1,S,Y,20,HIT,5,9,11
CP3,2,N,Y,20,MISS,5,9,11
CP3,3,S,B,20,HIT,5,9,11
CP3,4,N,R,19,MISS,5,9,11
CP3,5,N,Y,20,HIT,5,9,11
CP3,6,S,R,20,HIT,5,9,11
CP3,7,N,B,20,MISS,5,9,11
CP3,8,N,B,19,HIT,5,9,11
CP3,9,N,B,20,HIT,5,9,11
CP3,10,N,R,19,HIT,5,9,11
CP3,11,N,B,19,HIT,5,9,11
CP3,12,S,R,19,MISS,5,9,11
CP3,13,N,B,19,MISS,5,9,11
CP3,14,N,Y,19,MISS,5,9,11
CP3,15,S,B,19,MISS,5,9,11
CP3,16,S,R,20,MISS,5,9,11
CP3,17,N,B,20,HIT,5,9,11
CP3,18,S,Y,19,MISS,5,9,11
CP3,19,S,Y,19,MISS,5,9,11
CP3,20,N,B,20,HIT,5,9,11
CP3,21,S,Y,19,MISS,5,9,11
CP3,22,N,R,19,HIT,5,9,11
CP3,23,S,R,19,MISS,5,9,11
CP3,24,S,Y,20,HIT,5,9,11
CP3,25,N,R,20,HIT,5,9,11
CP3,26,S,Y,20,HIT,5,9,11
CP3,27,S,Y,20,MISS,5,9,11
CP3,28,S,B,20,MISS,5,9,11
CP3,29,S,Y,20,MISS,5,9,11
CP3,30,N,B,20,MISS,5,9,11
CP3,31,S,B,20,HIT,5,9,11
CP3,32,N,R,20,MISS,5,9,11
CP3,33,N,R,20,MISS,5,9,11
CP3,34,N,Y,20,HIT,5,9,11
CP3,35,S,Y,20,MISS,5,9,11
CP3,36,S,Y,20,MISS,5,9,11
CP3,1,S,B,20,MISS,10,12,14
CP3,2,S,Y,20,MISS,10,12,14
CP3,3,S,B,20,MISS,10,12,14
CP3,4,S,Y,20,MISS,10,12,14
CP3,5,N,Y,20,MISS,10,12,14
CP3,6,N,B,20,HIT,10,12,14
CP3,7,N,R,20,MISS,10,12,14
CP3,8,S,R,20,HIT,10,12,14
CP3,9,S,R,20,MISS,10,12,14
CP3,10,S,R,20,MISS,10,12,14
CP3,11,S,B,20,MISS,10,12,14
CP3,12,S,B,20,MISS,10,12,14
CP3,13,N,Y,20,MISS,10,12,14
CP3,14,N,Y,20,MISS,10,12,14
CP3,15,S,B,20,MISS,10,12,14
CP3,16,N,B,20,MISS,10,12,14
CP3,17,N,B,20,MISS,10,12,14
CP3,18,N,B,20,MISS,10,12,14
CP3,19,S,Y,20,MISS,10,12,14
CP3,20,S,Y,20,MISS,10,12,14
CP3,21,N,B,20,MISS,10,12,14
CP3,22,S,R,20,MISS,10,12,14
CP3,23,N,Y,20,MISS,10,12,14
CP3,24,S,B,20,MISS,10,12,14
CP3,25,N,R,20,MISS,10,12,14
CP3,26,S,Y,20,MISS,10,12,14
CP3,27,N,Y,20,MISS,10,12,14
CP3,28,S,Y,20,MISS,10,12,14
CP3,29,N,B,20,MISS,10,12,14
CP3,30,N,B,20,MISS,10,12,14
CP3,31,N,Y,20,MISS,10,12,14
CP3,32,N,R,20,MISS,10,12,14
CP3,33,N,R,20,MISS,10,12,14
CP3,34,S,Y,20,MISS,10,12,14
CP3,35,S,B,20,MISS,10,12,14
CP3,36,N,B,20,MISS,10,12,14
EMC3,1,north ,yellow,20,miss,5,9,11
EMC3,2,south ,blue,20,miss,5,9,11
EMC3,3,north ,blue,20,hit ,5,9,11
EMC3,4,south ,yellow,20,hit ,5,9,11
EMC3,5,north ,yellow,20,miss,5,9,11
EMC3,6,south ,blue,20,miss,5,9,11
EMC3,7,north ,yellow,20,miss,5,9,11
EMC3,8,south ,red,20,hit ,5,9,11
EMC3,9,south ,blue,20,miss,5,9,11
EMC3,10,south ,red,20,miss,5,9,11
EMC3,11,south ,red,20,hit ,5,9,11
EMC3,12,north ,red,20,miss,5,9,11
EMC3,13,north ,yellow,20,hit ,5,9,11
EMC3,14,south ,red,20,hit ,5,9,11
EMC3,15,north ,yellow,20,hit,5,9,11
EMC3,16,north ,blue,20,miss,5,9,11
EMC3,17,south ,blue,20,miss,5,9,11
EMC3,18,south ,yellow,20,hit,5,9,11
EMC3,19,north ,red,20,hit,5,9,11
EMC3,20,south ,blue,20,miss,5,9,11
EMC3,21,north ,yellow,20,miss,5,9,11
EMC3,22,south ,blue,20,miss,5,9,11
