Participant,Trial no.,Colour,Position,North Accuracy,South Accuracy,R,Y,B
EMC3,4,blue,20,miss,hit,5,9,11
EMC3,5,yellow,20,miss,hit,5,9,11
EMC3,6,red,21,hit,hit,5,9,11
EMC3,7,yellow,20,miss,miss,5,9,11
EMC3,8,yellow,21,hit,hit,5,9,11
EMC3,9,red,18,hit,hit,5,9,11
EMC3,10,blue,21,miss,miss,5,9,11
EMC3,11,blue,20,miss,hit,5,9,11
EMC3,12,yellow,22,hit,hit,5,9,11
EMC3,13,blue,20,miss,miss,5,9,11
EMC3,14,red,20,hit,hit,5,9,11
EMC3,15,blue,20,hit,miss,5,9,11
EMC3,16,yellow,20,miss,miss,5,9,11
EMC3,17,yellow,20,hit,hit,5,9,11
EMC3,18,blue,18,hit,hit,5,9,11
EMC3,19,yellow,18,miss,miss,5,9,11
EMC3,20,blue,20,miss,miss,5,9,11
EMC3,21,red,20,hit,hit,5,9,11
EMC3,22,blue,20,hit,miss,5,9,11
EMC3,23,red,20,miss,hit,5,9,11
EMC3,24,yellow,20,miss,miss,5,9,11
EMC3,25,blue,20,hit,miss,5,9,11
EMC3,26,yellow,20,hit,hit,5,9,11
EMC3,27,blue,20,hit,miss,5,9,11
EMC3,28,red,20,hit,miss,5,9,11
EMC3,29,yellow,20,miss,miss,5,9,11
EMC3,30,blue,20,miss,hit,5,9,11
EMC3,31,blue,20,hit,miss,5,9,11
EMC3,32,yellow,23,hit,hit,5,9,11
EMC3,33,red,20,hit,miss,5,9,11
EMC3,34,red,20,miss,hit,5,9,11
EMC3,35,blue,20,miss,hit,5,9,11
EMC3,36,red,20,miss,hit,5,9,11
EMC3,1,blue,36,hit,miss,10,12,15
EMC3,2,red,20,hit,hit,10,12,15
EMC3,3,yellow,26,hit,miss,10,12,15
EMC3,4,red,20,miss,miss,10,12,15
EMC3,5,blue,16,miss,hit,10,12,15
EMC3,6,red,24,hit,miss,10,12,15
EMC3,7,yellow,22,hit,miss,10,12,15
EMC3,8,blue,22,miss,miss,10,12,15
EMC3,9,yellow,22,hit,hit,10,12,15
EMC3,10,red,10,miss,hit,10,12,15
EMC3,11,blue,18,miss,miss,10,12,15
EMC3,12,yellow,18,miss,miss,10,12,15
EMC3,13,red,26,hit,miss,10,12,15
EMC3,14,blue,18,miss,hit,10,12,15
EMC3,15,yellow,20,miss,miss,10,12,15
EMC3,16,blue,20,miss,miss,10,12,15
EMC3,17,red,14,miss,hit,10,12,15
EMC3,18,blue,10,miss,miss,10,12,15
EMC3,19,blue,22,hit,miss,10,12,15
EMC3,20,yellow,18,miss,miss,10,12,15
EMC3,21,red,22,miss,miss,10,12,15
EMC3,22,red,22,miss,miss,10,12,15
EMC3,23,yellow,20,miss,hit,10,12,15
EMC3,24,red,14,hit,miss,10,12,15
EMC3,25,yellow,22,hit,miss,10,12,15
EMC3,26,blue,22,miss,miss,10,12,15
EMC3,27,yellow,22,hit,hit,10,12,15
EMC3,28,blue,18,miss,miss,10,12,15
EMC3,29,yellow,20,miss,miss,10,12,15
EMC3,30,blue,20,hit,miss,10,12,15
EMC3,31,red,20,miss,miss,10,12,15
EMC3,32,blue,20,miss,miss,10,12,15
EMC3,33,red,20,miss,miss,10,12,15
EMC3,34,yellow,26,miss,miss,10,12,15
EMC3,35,blue,12,miss,miss,10,12,15
EMC3,36,yellow,28,hit,miss,10,12,15
IS1,1,red,20,miss,hit,9,11,13
IS1,2,yellow,20,miss,miss,9,11,13
IS1,3,red,20,miss,hit,9,11,13
IS1,4,yellow,20,miss,miss,9,11,13
IS1,5,blue,20,miss,miss,9,11,13
IS1,6,red,20,miss,miss,9,11,13
IS1,7,blue,20,hit,miss,9,11,13
IS1,8,red,20,miss,miss,9,11,13
IS1,9,red,20,miss,miss,9,11,13
IS1,10,red,20,miss,miss,9,11,13
IS1,11,red,20,hit,hit,9,11,13
IS1,12,blue,20,hit,miss,9,11,13
IS1,13,yellow,20,miss,hit,9,11,13
IS1,14,yellow,20,hit,miss,9,11,13
IS1,15,blue,20,miss,miss,9,11,13
IS1,16,red,20,hit,miss,9,11,13
IS1,17,blue,20,hit,miss,9,11,13
IS1,18,red,20,miss,hit,9,11,13
IS1,19,yellow,20,miss,miss,9,11,13
IS1,20,blue,20,miss,hit,9,11,13
IS1,21,yellow,20,miss,miss,9,11,13
IS1,22,blue,20,hit,hit,9,11,13
IS1,23,red,20,miss,miss,9,11,13
IS1,24,yellow,20,miss,hit,9,11,13
IS1,25,blue,20,miss,miss,9,11,13
IS1,26,red,20,hit,hit,9,11,13
IS1,27,yellow,20,miss,miss,9,11,13
IS1,28,blue,20,miss,miss,9,11,13
IS1,29,red,20,hit,miss,9,11,13
IS1,30,yellow,20,hit,miss,9,11,13
IS1,31,blue,20,miss,hit,9,11,13
IS1,32,yellow,20,miss,miss,9,11,13
IS1,33,blue,20,miss,miss,9,11,13
IS1,34,yellow,20,hit,miss,9,11,13
IS1,35,red,20,hit,miss,9,11,13
IS1,36,blue,20,miss,hit,9,11,13
IS1,1,yellow,20,Hit,Miss,4,8,10
IS1,2,yellow,20,Hit,Miss,4,8,10
IS1,3,red,20,Hit,Hit,4,8,10
IS1,4,red,20,Hit,Hit,4,8,10
IS1,5,blue,20,Miss,Miss,4,8,10
IS1,6,yellow,20,Hit,Miss,4,8,10
IS1,7,red,20,Hit,Hit,4,8,10
IS1,8,blue,20,Miss,Hit,4,8,10
IS1,9,yellow,20,Hit,Miss,4,8,10
IS1,10,red,20,Miss,Hit,4,8,10
IS1,11,blue,20,Miss,Miss,4,8,10
IS1,12,red,20,Hit,Hit,4,8,10
IS1,13,yellow,20,Hit ,Miss,4,8,10
IS1,14,blue,20,Hit ,Hit,4,8,10
IS1,15,yellow,20,Miss,Hit,4,8,10
IS1,16,red,20,Hit ,Hit,4,8,10
IS1,17,blue,20,Miss,Hit,4,8,10
IS1,18,yellow,20,Hit,Hit,4,8,10
IS1,19,red,20,Hit,Miss,4,8,10
IS1,20,blue,20,Hit,Miss,4,8,10
IS1,21,yellow,20,Hit,Miss,4,8,10
IS1,22,blue,20,Miss,Hit,4,8,10
IS1,23,yellow,20,Hit,Miss,4,8,10
IS1,24,blue,20,Hit,Hit,4,8,10
IS1,25,yellow,20,Hit,Hit,4,8,10
IS1,26,blue,20,Miss,Hit,4,8,10
IS1,27,red,20,Hit,Miss,4,8,10
IS1,28,yellow,20,Hit,Hit,4,8,10
IS1,29,blue,20,Hit,Miss,4,8,10
IS1,30,red,20,,Miss,4,8,10
IS1,31,yellow,20,Miss,Hit,4,8,10
IS1,32,red,20,Hit,Hit,4,8,10
IS1,33,blue,20,Hit,Miss,4,8,10
IS1,34,yellow,20,Miss,Hit,4,8,10
IS1,35,red,20,Hit,Miss,4,8,10
IS1,36,blue,20,Miss,Miss,4,8,10
IS2,1,red,20,hit,hit,4,8,10
IS2,2,yellow,16,hit,hit,4,8,10
IS2,3,blue,16,miss,miss,4,8,10
IS2,4,red,24,hit,hit,4,8,10
IS2,5,yellow,16,miss,hit,4,8,10
IS2,6,yellow,22,hit,hit,4,8,10
IS2,7,blue,22,hit,miss,4,8,10
IS2,8,yellow,17,miss,hit,4,8,10
IS2,9,red,22,hit,hit,4,8,10
IS2,10,red,20,hit,hit,4,8,10
IS2,11,blue,22,miss,miss,4,8,10
IS2,12,red,22,hit,hit,4,8,10
IS2,13,yellow,23,miss,miss,4,8,10
IS2,14,yellow,24,hit,hit,4,8,10
IS2,15,red,20,hit,hit,4,8,10
IS2,16,yellow,24,hit,miss,4,8,10
IS2,17,blue,24,hit,miss,4,8,10
IS2,18,yellow,24,hit,miss,4,8,10
IS2,19,red,24,hit,hit,4,8,10
IS2,20,blue,28,hit,hit,4,8,10
IS2,21,yellow,26,hit,miss,4,8,10
IS2,22,yellow,28,hit,hit,4,8,10
IS2,23,yellow,28,miss,hit,4,8,10
IS2,24,yellow,22,hit,miss,4,8,10
IS2,25,blue,29,hit,miss,4,8,10
IS2,26,red,22,hit,hit,4,8,10
IS2,27,blue,28,hit,miss,4,8,10
IS2,28,red,22,hit,miss,4,8,10
IS2,29,blue,24,hit,miss,4,8,10
IS2,30,red,20,hit,hit,4,8,10
IS2,31,blue,24,miss,hit,4,8,10
IS2,32,yellow,30,hit,hit,4,8,10
IS2,33,yellow,26,hit,hit,4,8,10
IS2,34,blue,40,hit,miss,4,8,10
IS2,35,red,20,hit,hit,4,8,10
IS2,36,yellow,22,hit,miss,4,8,10
IS2,1,yellow,24,miss,miss,9,11,13
IS2,2,yellow,28,miss,miss,9,11,13
IS2,3,blue,26,miss,miss,9,11,13
IS2,4,blue,20,miss,hit,9,11,13
IS2,5,blue,20,miss,miss,9,11,13
IS2,6,red,24,hit,hit,9,11,13
IS2,7,yellow,24,miss,hit,9,11,13
IS2,8,red,24,miss,miss,9,11,13
IS2,9,red,24,hit,miss,9,11,13
IS2,10,blue,26,hit,miss,9,11,13
IS2,11,red,20,hit,miss,9,11,13
IS2,12,yellow,20,miss,miss,9,11,13
IS2,13,yellow,20,miss,miss,9,11,13
IS2,14,blue,26,miss,miss,9,11,13
IS2,15,yellow,20,miss,miss,9,11,13
IS2,16,red,20,hit,miss,9,11,13
IS2,17,yellow,20,miss,hit,9,11,13
IS2,18,red,20,hit,miss,9,11,13
IS2,19,yellow,20,miss,miss,9,11,13
IS2,20,yellow,20,miss,miss,9,11,13
IS2,21,red,20,hit,miss,9,11,13
IS2,22,red,26,hit,miss,9,11,13
IS2,23,red,20,hit,miss,9,11,13
IS2,24,yellow,24,hit,miss,9,11,13
IS2,25,yellow,24,miss,hit,9,11,13
IS2,26,blue,24,hit,miss,9,11,13
IS2,27,blue,26,hit,miss,9,11,13
IS2,28,red,24,hit,miss,9,11,13
IS2,29,red,28,miss,miss,9,11,13
IS2,30,yellow,24,miss,miss,9,11,13
IS2,31,red,24,hit,hit,9,11,13
IS2,32,yellow,26,hit,miss,9,11,13
IS2,33,yellow,30,hit,miss,9,11,13
IS2,34,blue,24,miss,miss,9,11,13
IS2,35,red,28,hit,miss,9,11,13
IS2,36,blue,26,miss,miss,9,11,13
IS3,1,blue,13,miss,hit,8,10,12
IS3,2,blue,13,miss,hit,8,10,12
IS3,3,yellow,12,miss,hit,8,10,12
IS3,4,red,12,miss,hit,8,10,12
IS3,5,blue,13,miss,hit,8,10,12
IS3,6,red,12,miss,hit,8,10,12
IS3,7,red,12,miss,hit,8,10,12
IS3,8,yellow,10,miss,hit,8,10,12
IS3,9,blue,8,miss,hit,8,10,12
IS3,10,yellow,10,miss,hit,8,10,12
IS3,11,red,12,miss,hit,8,10,12
IS3,12,blue,8,miss,hit,8,10,12
IS3,13,blue,8,miss,hit,8,10,12
IS3,14,yellow,12,miss,hit,8,10,12
IS3,15,blue,8,miss,hit,8,10,12
IS3,16,yellow,10,miss,hit,8,10,12
IS3,17,red,8,miss,hit,8,10,12
IS3,18,red,8,miss,hit,8,10,12
IS3,19,yellow,12,miss,hit,8,10,12
IS3,20,red,12,miss,hit,8,10,12
IS3,21,blue,8,miss,hit,8,10,12
IS3,22,blue,9,miss,hit,8,10,12
IS3,23,yellow,10,miss,hit,8,10,12
IS3,24,red,12,miss,hit,8,10,12
IS3,25,yellow,10,miss,hit,8,10,12
IS3,26,blue,8,miss,hit,8,10,12
IS3,27,red,12,miss,hit,8,10,12
IS3,28,yellow,10,miss,hit,8,10,12
IS3,29,yellow,10,miss,hit,8,10,12
IS3,30,blue,8,miss,hit,8,10,12
IS3,31,yellow,12,miss,hit,8,10,12
IS3,32,red,12,miss,hit,8,10,12
IS3,33,blue,8,miss,hit,8,10,12
IS3,34,red,12,miss,hit,8,10,12
IS3,35,yellow,10,miss,hit,8,10,12
IS3,36,blue,8,miss,hit,8,10,12
IS3,1,red,20,hit,hit,4,7,9
IS3,2,blue,22,hit,hit,4,7,9
IS3,3,blue,21,miss,miss,4,7,9
IS3,4,red,20,hit,hit,4,7,9
IS3,5,yellow,21,miss,miss,4,7,9
IS3,6,red,20,hit,hit,4,7,9
IS3,7,blue,20,miss,hit,4,7,9
IS3,8,blue,20,miss,miss,4,7,9
IS3,9,blue,20,miss,miss,4,7,9
IS3,10,red,20,hit,hit,4,7,9
IS3,11,yellow,22,hit,hit,4,7,9
IS3,12,red,20,hit,hit,4,7,9
IS3,13,yellow,20,hit,hit,4,7,9
IS3,14,red,20,hit,hit,4,7,9
IS3,15,red,20,hit,hit,4,7,9
IS3,16,blue,20,miss,hit,4,7,9
IS3,17,red,20,hit,hit,4,7,9
IS3,18,yellow,20,hit,hit,4,7,9
IS3,19,blue,20,miss,miss,4,7,9
IS3,20,red,20,hit,hit,4,7,9
IS3,21,blue,20,hit,miss,4,7,9
IS3,22,red,20,hit,hit,4,7,9
IS3,23,blue,20,miss,hit,4,7,9
IS3,24,red,20,hit,hit,4,7,9
IS3,25,red,20,hit,hit,4,7,9
IS3,26,red,20,hit,hit,4,7,9
IS3,27,blue,20,hit,miss,4,7,9
IS3,28,blue,20,miss,hit,4,7,9
IS3,29,yellow,20,hit,miss,4,7,9
IS3,30,red,20,hit,hit,4,7,9
IS3,31,yellow,20,hit,hit,4,7,9
IS3,32,red,20,hit,hit,4,7,9
IS3,33,blue,20,miss,miss,4,7,9
IS3,34,blue,20,miss,hit,4,7,9
IS3,35,red,20,hit,hit,4,7,9
IS3,36,blue,20,hit,miss,4,7,9
SJ1,1,blue,16,0,0,6,10,12
SJ1,2,red,20,1,1,6,10,12
SJ1,3,red,20,1,0,6,10,12
SJ1,4,blue,24,1,1,6,10,12
SJ1,5,yellow,24,0,1,6,10,12
SJ1,6,yellow,16,1,0,6,10,12
SJ1,7,red,20,0,1,6,10,12
SJ1,8,blue,20,0,1,6,10,12
SJ1,9,blue,20,1,1,6,10,12
SJ1,10,yellow,20,1,1,6,10,12
SJ1,11,yellow,20,1,0,6,10,12
SJ1,12,red,20,1,1,6,10,12
SJ1,13,red,20,1,1,6,10,12
SJ1,14,yellow,20,0,0,6,10,12
SJ1,15,blue,20,1,0,6,10,12
SJ1,16,red,20,1,1,6,10,12
SJ1,17,yellow,20,0,1,6,10,12
SJ1,18,blue,20,0,0,6,10,12
SJ1,19,blue,20,0,1,6,10,12
SJ1,20,yellow,20,1,0,6,10,12
SJ1,21,blue,20,1,0,6,10,12
SJ1,22,red,20,1,0,6,10,12
SJ1,23,yellow,20,0,1,6,10,12
SJ1,24,red,20,1,1,6,10,12
SJ1,25,yellow,20,1,0,6,10,12
SJ1,26,blue,20,1,0,6,10,12
SJ1,27,blue,20,0,0,6,10,12
SJ1,28,red,20,0,1,6,10,12
SJ1,29,red,20,1,1,6,10,12
SJ1,30,yellow,20,0,0,6,10,12
SJ1,31,red,20,1,1,6,10,12
SJ1,32,yellow,20,0,1,6,10,12
SJ1,33,red,20,1,1,6,10,12
SJ1,34,yellow,20,0,0,6,10,12
SJ1,35,blue,20,1,0,6,10,12
SJ1,36,blue,20,0,1,6,10,12
SJ1,1,blue,8,1,0,11,13,17
SJ1,2,yellow,18,1,0,11,13,17
SJ1,3,blue,18,0,0,11,13,17
SJ1,4,red,18,0,0,11,13,17
SJ1,5,yellow,18,1,0,11,13,17
SJ1,6,red,18,0,0,11,13,17
SJ1,7,red,20,0,1,11,13,17
SJ1,8,yellow,20,0,0,11,13,17
SJ1,9,blue,20,0,0,11,13,17
SJ1,10,blue,20,0,1,11,13,17
SJ1,11,red,20,1,0,11,13,17
SJ1,12,yellow,20,1,1,11,13,17
SJ1,13,red,20,1,0,11,13,17
SJ1,14,blue,20,0,0,11,13,17
SJ1,15,yellow,20,0,0,11,13,17
SJ1,16,yellow,20,0,0,11,13,17
SJ1,17,blue,20,0,0,11,13,17
SJ1,18,red,20,0,0,11,13,17
SJ1,19,yellow,20,0,0,11,13,17
SJ1,20,yellow,20,0,0,11,13,17
SJ1,21,blue,20,0,0,11,13,17
SJ1,22,blue,20,0,1,11,13,17
SJ1,23,red,20,0,0,11,13,17
SJ1,24,red,20,1,0,11,13,17
SJ1,25,yellow,22,1,0,11,13,17
SJ1,26,yellow,22,0,0,11,13,17
SJ1,27,blue,22,0,0,11,13,17
SJ1,28,blue,22,0,1,11,13,17
SJ1,29,red,22,0,0,11,13,17
SJ1,30,red,22,0,1,11,13,17
SJ1,31,blue,22,0,0,11,13,17
SJ1,32,red,22,1,1,11,13,17
SJ1,33,yellow,22,0,0,11,13,17
SJ1,34,blue,22,0,0,11,13,17
SJ1,35,red,22,0,1,11,13,17
SJ1,36,yellow,22,0,0,11,13,17
SJ2,1,Red,25,0,1,6,10,12
SJ2,2,Blue,20,1,0,6,10,12
SJ2,3,Blue,20,0,0,6,10,12
SJ2,4,Yellow,20,0,0,6,10,12
SJ2,5,Yellow,20,0,0,6,10,12
SJ2,6,Red,20,1,1,6,10,12
SJ2,7,Yellow,22,1,0,6,10,12
SJ2,8,Blue,21,0,0,6,10,12
SJ2,9,Red,20,0,1,6,10,12
SJ2,10,Yellow,20,0,1,6,10,12
SJ2,11,Red,20,0,0,6,10,12
SJ2,12,Red,20,1,1,6,10,12
SJ2,13,Red,20,1,1,6,10,12
SJ2,14,Yellow,20,1,0,6,10,12
SJ2,15,Blue,20,0,0,6,10,12
SJ2,16,Blue,20,0,0,6,10,12
SJ2,17,Yellow,20,1,0,6,10,12
SJ2,18,Red,20,0,0,6,10,12
SJ2,19,Blue,20,0,0,6,10,12
SJ2,20,Blue,20,1,0,6,10,12
SJ2,21,Yellow,20,0,1,6,10,12
SJ2,22,Red,20,1,1,6,10,12
SJ2,23,Yellow,20,0,1,6,10,12
SJ2,24,Blue,21,1,0,6,10,12
SJ2,25,Yellow,21,0,1,6,10,12
SJ2,26,Blue,21,0,0,6,10,12
SJ2,27,Blue,21,0,1,6,10,12
SJ2,28,Red,21,1,0,6,10,12
SJ2,29,Red,21,0,1,6,10,12
SJ2,30,Red,21,1,1,6,10,12
SJ2,31,Yellow,21,0,0,6,10,12
SJ2,32,Blue,21,0,0,6,10,12
SJ2,33,Yellow,21,0,1,6,10,12
SJ2,34,Blue,22,0,1,6,10,12
SJ2,35,Red,20,1,0,6,10,12
SJ2,36,Yellow,20,0,1,6,10,12
SJ2,1,Blue,20,0,0,11,13,16
SJ2,2,Yellow,20,0,0,11,13,16
SJ2,3,Red,20,1,0,11,13,16
SJ2,4,Blue,20,0,0,11,13,16
SJ2,5,Yellow,20,0,0,11,13,16
SJ2,6,Red,20,0,0,11,13,16
SJ2,7,Yellow,20,1,0,11,13,16
SJ2,8,Blue,20,1,0,11,13,16
SJ2,9,Red,20,1,0,11,13,16
SJ2,10,Blue,20,0,0,11,13,16
SJ2,11,Yellow,20,0,0,11,13,16
SJ2,12,Red,20,0,0,11,13,16
SJ2,13,Blue,20,0,0,11,13,16
SJ2,14,Red,20,0,0,11,13,16
SJ2,15,Yellow,20,1,0,11,13,16
SJ2,16,Blue,20,1,1,11,13,16
SJ2,17,Yellow,20,0,0,11,13,16
SJ2,18,Red,20,1,0,11,13,16
SJ2,19,Blue,20,0,0,11,13,16
SJ2,20,Yellow,20,1,0,11,13,16
SJ2,21,Red,20,1,0,11,13,16
SJ2,22,Blue,20,0,0,11,13,16
SJ2,23,Yellow,20,1,0,11,13,16
SJ2,24,Red,20,1,0,11,13,16
SJ2,25,Red,20,0,0,11,13,16
SJ2,26,Red,20,1,0,11,13,16
SJ2,27,Yellow,21,0,1,11,13,16
SJ2,28,Yellow,21,0,0,11,13,16
SJ2,29,Blue,21,0,0,11,13,16
SJ2,30,Blue,21,0,0,11,13,16
SJ2,31,Yellow,21,0,0,11,13,16
SJ2,32,Yellow,21,1,0,11,13,16
SJ2,33,Blue,21,0,1,11,13,16
SJ2,34,Red,21,1,0,11,13,16
SJ2,35,Blue,21,0,0,11,13,16
SJ2,36,Red,21,0,0,11,13,16
